,Character,Text,total_number,Label
8371,Iroh,im begging you  prince zuko  its time for you to look inward and begin asking yourself the big questions  who are you  and what do you want ,37,positive
8373,Aang,jet  its me  aang    you dont have to do this ,37,positive
8376,Aang,jet  im your friend  look inside your heart ,37,positive
8378,Aang,he cant make you do this    youre a freedom fighter ,37,positive
8384,Aang,  dont be ,37,positive
8386,Katara,this isnt good ,37,positive
8388,Katara,were not going to leave you ,37,positive
8393,Toph,  hes lying    ,37,positive
8395,Aang,appas gone  long feng beat us here ,37,positive
8396,Sokka,if we keep moving  maybe we can catch up with them ,37,positive
8398,Sokka,you think we can outrun them ,37,positive
8399,Aang,i dont think its gonna matter ,37,positive
8401,Aang,what is it  momo ,37,positive
8403,Aang,appa ,37,positive
8407,Sokka,yeah  appa ,37,positive
8408,Aang,  i missed you  buddy ,37,positive
8410,Iroh,you did the right thing  nephew    leave it behind ,37,positive
8413,Aang,i missed you more than youll ever know  buddy   ,38,positive
8415,Sokka,look  we escaped from the dai li  we got appa back  im telling you  we should go to the earth king now and tell him our plan  were on a roll ,38,positive
8416,Katara,one good hour after weeks of trouble isnt much of a roll ,38,positive
8417,Sokka,we can build on it  if we want to invade the fire nation when the eclipse happens  well need the earth kings support ,38,positive
8418,Toph,what makes you think well get it  i dont know if youve noticed  but things dont usually go that smoothly for our little gang ,38,positive
8419,Sokka,i know  but ive got a good feeling about this  this time will be different ,38,positive
8420,Katara,sokka  long feng is in control of the city  his conspiracy with the dai li is too powerful  i think we should just keep flying and leave this horrible place behind us ,38,positive
8421,Toph,im with sweetness  ive seen enough of ba sing se    and i cant even see ,38,positive
8423,Aang,but now that we have appa back  theres nothing stopping us from telling the earth king the truth  about the conspiracy and the war ,38,positive
8424,Sokka,see  aangs with me    its the whole reason we came here in the first place  we have to try ,38,positive
8425,Katara,  well  i guess if the earth king knew the truth  things could change   ,38,positive
8426,Toph,  i dont trust the new positive sokka    long feng brainwashed you  didnt he  ,38,positive
8428,Sokka,thats probably the dai li searching for us    so ,38,positive
8430,Katara,  lets fly ,38,positive
8432,Toph,can we please buy a new saddle  riding bareback is terrifying   ,38,positive
8434,Sokka,there it is  that whole thing is the palace  the earth kings chamber should be in the center ,38,positive
8435,Katara,we have to be careful  long fengs probably warned the king that were coming ,38,positive
8436,Sokka,why would you assume that  if you ask me  i think were just gonna sail right in and    aahh ,38,positive
8437,Toph,what was that ,38,positive
8438,Sokka,surface to air rocks    more incoming ,38,positive
8440,Katara,  sorry ,38,positive
8442,Katara,sorry  we just need to get through to see the earth king ,38,positive
8444,Sokka,seriously  were actually on your guys side    sorry ,38,positive
8446,Sokka,in there   ,38,positive
8448,Sokka,toph  which way to the earth king ,38,positive
8449,Toph,how should i know  im still voting we leave ba sing se ,38,positive
8452,Sokka,  sorry  wrong door ,38,positive
8454,Iroh,you did the right thing  letting the avatars bison go free ,38,positive
8455,Zuko,i dont feel right   ,38,positive
8456,Iroh,zuko   ,38,positive
8458,Sokka,now thats an impressive door  its gotta go somewhere    yaaah    a little warning next time ,38,positive
8460,Aang,we need to talk to you ,38,positive
8462,Sokka,no  were on your side  were here to help ,38,positive
8463,Katara,you have to trust us ,38,positive
8465,Toph,he has a good point ,38,positive
8468,Aang,  see  were friends  your earthiness   ,38,positive
8472,Sokka,but we dropped our weapons  were your allies ,38,positive
8475,Sokka,uh  no  him   ,38,positive
8476,Aang,  over here   ,38,positive
8479,Aang,  well  sir  theres a war going on right now  for the past one hundred years in fact  the dai lis kept it secret from you  its a conspiracy to control the city  and to control you ,38,positive
8482,Aang,long feng didnt want us to tell you  so he stole our sky bison to blackmail us  and blackmail is the least of his crimes  he brainwashed our friend ,38,positive
8488,Sokka,wait    i can prove hes lying  long feng said hes never seen a sky bison  ask him to lift his robe ,38,positive
8491,Aang,right there  appa bit him ,38,positive
8492,Sokka,never met a sky bison  huh ,38,positive
8495,Sokka,of course there is ,38,positive
8499,Iroh,youre burning up    you have an intense fever    this will help cool you down ,38,positive
8500,Zuko,so thirsty   ,38,positive
8501,Iroh,  heres some clean water to drink    stay under the blankets and sweat this out ,38,positive
8504,Katara,so youve never been outside the upper ring before ,38,positive
8506,Sokka,underneath lake laogai  your kingliness  to the dai lis secret headquarters  youre about to see where all the brainwashing and conspiring took place ,38,positive
8508,Toph,its gone ,38,positive
8509,Sokka,oh dont tell me      thats okay  still got my positive attitude ,38,positive
8510,Katara,the dai li mustve known we were coming and destroyed the evidence ,38,positive
8512,Sokka,hey  if anything  this proves the conspiracy exists even more   ,38,positive
8514,Katara,  the wall  theyll never be able to cover that up in time ,38,positive
8515,Aang,oh  yeah    if you come with us to the outer wall  we can prove to you that the secret war is real ,38,positive
8517,Sokka,  if you come with us  this time you can ride on appa   ,38,positive
8519,Toph,first time flying ,38,positive
8521,Toph,yeah    i hate it  too ,38,positive
8523,Aang,i wish it wasnt ,38,positive
8526,Zuko,im not tired ,38,positive
8536,Aang,  its still there ,38,positive
8538,Sokka,its a drill  a giant drill   made by the fire nation to break through your walls   ,38,positive
8542,Katara,  really  then perhaps you could explain why theres a   fire nation insignia on your  construction project  ,38,positive
8547,Sokka,  looks like long feng is long gone  ha  ah  yeah  ive been waiting to use that one   ,38,positive
8550,Sokka,thats why we came to ba sing se  your highness  because we think you can help us end the war ,38,positive
8551,Aang,  we dont have much time  theres a comet coming this summer  its energy will give the firebenders unbelievable strength  theyll be unstoppable ,38,positive
8552,Sokka,but there is hope  before the comet comes  we have a window of opportunity  a solar eclipse is coming  the sun will be completely blocked out by the moon  and the firebenders will be helpless ,38,positive
8554,Sokka,thats the day we need to invade the fire nation    the day of black sun ,38,positive
8556,Sokka,youre already vulnerable  the fire nation wont stop until ba sing se falls  you can either sit back and wait for that to happen  or take the offensive and give yourself a fighting chance ,38,positive
8564,Aang,secret files ,38,positive
8566,Katara,  its a letter from your mom  your moms here in the city  and she wants to see you   ,38,positive
8567,Toph,long feng intercepted our letters from home    thats just sad ,38,positive
8570,Aang,  its from the eastern air temple ,38,positive
8571,Katara,is there a letter for me and sokka by any chance ,38,positive
8573,Sokka,  oh ,38,positive
8575,Katara,   a small fleet of water tribe ships  ,38,positive
8576,Sokka,  what  that could be dad ,38,positive
8577,Katara,   protecting the mouth of chameleon bay    led by hakoda     it is dad ,38,positive
8579,Iroh,you should know that this is not a natural sickness  but that shouldnt stop you from enjoying tea   ,38,positive
8580,Zuko,whats happening ,38,positive
8581,Iroh,your critical decision  what you did beneath that lake  it was in such conflict with your image of yourself that you are now at war within your own mind and body   ,38,positive
8582,Zuko,whats that mean   ,38,positive
8583,Iroh,you are going through a metamorphosis  my nephew  it will not be a pleasant experience  but when you come out of it    you will be the beautiful prince you were always meant to be ,38,positive
8585,Aang,i cant believe it  theres a man living at the eastern air temple  he says hes a guru ,38,positive
8586,Sokka,whats a guru  some kind of poisonous blow fish ,38,positive
8587,Aang,no  a spiritual expert  he wants to help me take the next step in the avatar journey  he says he can teach me to control the avatar state ,38,positive
8588,Katara,and i cant believe we know where our dad is now ,38,positive
8589,Toph,i know what you mean  my moms in the city  and from her letter it sounds like she finally understands me ,38,positive
8590,Sokka,this is all such big news  where do we even start ,38,positive
8591,Katara,i hate to say it  but we have to split up ,38,positive
8592,Aang,  split up  we just found appa and got the family back together  now you want us to separate ,38,positive
8593,Katara,you have to meet this guru  aang  if were going to invade the fire nation  you need to be ready ,38,positive
8594,Aang,well  if im going to the eastern air temple  appa and i can drop you off at chameleon bay to see your dad ,38,positive
8595,Sokka,someone has to stay here with the earth king and help him plan for the invasion    i guess thats me ,38,positive
8596,Katara,no  sokka  i know how badly you wanna help dad  you go to chameleon bay  ill stay here with the king ,38,positive
8597,Sokka,  you are the nicest     sister     ever   ,38,positive
8598,Katara,easy there  big brother       though youre right  i am ,38,positive
8600,Aang,katara  i need to tell you something    ive been wanting to say it for a long time ,38,positive
8601,Katara,what is it  aang ,38,positive
8602,Aang,  katara  i   ,38,positive
8603,Sokka,  all right  whos ready to get going on our little men only man trip   ,38,positive
8607,Sokka,  thats suki   ,38,positive
8609,Sokka,  oh yeah  the kyoshi warriors are a skilled group of fighters  trustworthy too  theyre good friends of ours ,38,positive
8611,Katara,  wait  aang   ,38,positive
8612,Toph,im really gonna miss you guys ,38,positive
8613,Katara,  me too ,38,positive
8614,Aang,yeah ,38,positive
8615,Sokka,  aahh  great  thats enough    okay  we love each other    seriously ,38,positive
8617,Sokka,you see  aang  a little positive thinking works wonders  we got the king on our side  we got long feng arrested  and when we get back  sukis waiting for me ,38,positive
